label,text
0,ok
0,U wake Wat u u pick later rite I m sq825 reach ard 7 smth 8 like dat u check e arrival time C ya soon
0,Yunny m walk citylink   fast come I hungry
0,er yep sure prop
0,Hiya   u pay money account thank pleasant surprise check balance u c statement 4 acc
1,U win nokia 6230 plus free digital camera u u win free auction send NOKIA 83383 pobox11414tcrw1 16
0,ok ill send   ltDECIMALgt   ok
0,bognor splendid time year
0,Yesim office da
0,sorry Ill later
0,Joys father John John Joys father Mandan
0,ok I ask abt e movie U wan ktv oso
0,misplaced number send text old number wonder ve hear year good mcat number atlanta friend
0,sorry Ill later
0,dunno lei I b eatin wif fren   wan eat wait 4   lar
0,sorry Ill later
1,free entry 250 weekly comp send word WIN 80086 18 TC wwwtxttowincouk
0,slowly GODI LOVE amp I need YOUCLEAN MY heart bloodsend special people amp u c miracle tomorrow itplspls
0,u noe 2 send file 2 computer
0,Mmmmm   I love wake word morning   I miss love I hope day happy I wait
0,jay hell   ltgt
0,come sec s somebody I want
0,sun anti sleep medicine
0,s happen job begin registration permanent residency
0,yup ok
0,glad   come 11 plenty time claire work
0,ok enjoy   r u home
0,pls pls send mail know relative come deliver know cost risk benefit thank
0,like
0,s y haf combine n c lor
0,monthly terrible pay till 6month finish school
0,Hmmmhow player select
0,snow start 8 9 pm tonite predict inch accumulation
0,I send plus s mode
0,Aiyo   time meh
0,package program
0,sister belong 2 family d hope tomorrow Pray 4 herwho fate 4 d Shoranur train incident Lets hold hand amp fuel love amp concern prior 2 grief amp pain pls join dis chain amp pass stop violence WOMEN
0,guy ask slipper year
0,company goodenvironment terrific food nice
1,Text82228 ringtone logo game wwwtxt82228com question infotxt82228couk
0,honestly ve lovely cup tea promptly drop key burn finger
0,yup study surfing lor I m e lazy mode today
0,sen kind advice come try
0,I m C  
0,oh fine Ill tonight
0,  time walk
0,Ill reach ard 20 min ok
1,FreeMSG award free mini DIGITAL CAMERA reply SNAP collect prize quizclub Opt stop 80122300pwk SPRWM ph08704050406
0,fuck babe   happen   come come
1,message bring GMW Ltd connect
0,friend want drive em someplace probably
0,I thk fast Xy suggest U dun wan ok 2 rain leh gd
0,good
0,maybe pressie
0,yeah I Ill leave maybe 7ish
0,Kkim finewhen complete course
0,sea lay rock rock envelope envelope paper paper 3 word
0,I tell I Dr appt week think I m die I tell check worried listen
0,room I need
0,I want hear
0,hey leave friday Wait ask superior tell
0,ultimately tor motive tui achieve korli
0,5 2 work timing
0,  worry finish march   ish
0,house water dock boat roll newscaster dabble jazz flute wheel
1,congrat 2 mobile 3 G Videophones R 09063458130 videochat wid ur mate play java game Dload polypH music noline rentl bx420 ip4 5we 150p
1,amazing xxx PICSFREE1 video send enjoy vid 2day text keyword PICSFREE1 video
0,s ruin thesis
0,sch neva mind u eat 1st lor
0,hey s u sleep morning
0,Erm I think contract run the4th october
0,I dunno Lets learn pilate
1,U subscribe good Mobile Content Service UK 3 day send stop 83435 Helpline 08706091795
0,yup m elaborate safety aspect issue
1,3 free tarot texts find love life try 3 free Text CHANCE 85555 16 3 Free Msgs 150
0,goodmorning today late 1hr
0,hi happy birthday hi hi hi hi hi hi hi
0,I outside office
0,respond imma assume asleep imma start n shit
0,aight bit
0,superior telling friday leave department oursso leave youany way wahee fathima hr conform
1,join uks horniest dogging service u sex 2nite sign follow instruction txt entry 69888 NytEC2A3LPmsg150p
0,lol I member I aunt flow visit 6 month cause I develop ovarian cyst Bc way shrink
0,work onit small house
0,friend s order gram s   ltgt  
0,Tmr timin da wat cos lesson 6
0,s thing ape u fight death minute u let s
1,Sunshine Quiz Wkly Q win Sony DVD player u know country Liverpool play mid week Txt ansr 82277 150 sptyrone
0,m able   late notice   ill home week   plan
0,Got fujitsu ibm hp toshiba got lot model
0,Okie Thanx
0,gosh   pain Spose I come
0,usualiam fine happy amp
0,okie
0,rimac access
0,I m arestaurant eat squid 1030 wanna dosomethe late
0,time job today ok umma ask speed
0,hello UCALL WEN U FINISH WRKI FANCY MEETIN WIV u TONITE I need break DABOOKS 4 HRS NITE2 TODAY wrk
0,r u SAM p EACHOTHER meet 2 MY house
0,  yeah Lol luckily star role like
0,hello madam
0,Awesome text restock
0,usualiam fine happy amp
1,Knock Knock Txt 80082 enter r weekly draw 4 250 gift voucher 4 store yr choice tc wwwtklscom age16 stoptxtstop150week
0,yes innocent fun o
0,thank send mental ability question
0,Sir hope day smoothly hope bother I bill settle month I extra cash I know challenging time let know
0,2marrow d   ltgt   2 aha
0,I ur hon lab
0,I pick phone right pls send message
0,hey pple700 900 5 nightsexcellent location wif breakfast hamper
1,forward 21870000hi   Mailbox message sms alert 40 match 09056242159 retrieve message match cc100pmin
0,come
0,Lol Nah bad thank good b home reality check s ur day u website
0,ok lor
0,I m come home 4 dinner
0,s daal r   ltgt
1,free ring TONE text polys 87131 week new tone 0870737910216yrs 150wk
0,Unni thank dear rechargerakhesh
0,I know I m lack particular dramastorm detail I m worried
0,haha tmr forfeit haha
0,hey Glad u r I hear u treat urself digi cam good r 9 pm fab new year c u coupla wks
0,way I m
1,URGENT mobile 077xxx WON 2000 Bonus Caller Prize 020603 2nd attempt reach 09066362206 ASAP box97n7qp 150ppm
0,I CAL SIR meeting
0,s I love hear v sundayish
0,sorry da thangam sorry hold prasad
0,tiwary rcbbattle bang kochi
0,thank god bed
0,I cancer mom big deal regular checkup aka pap smear
0,gobi arts college
0,want talk
0,pandy join 4w technology todayhe job
1,guarantee late Nokia Phone 40 GB iPod mp3 player 500 prize Txt word COLLECT 83355 IBHltd LdnW15H 150pmtmsgrcvd18
0,try lose fact Tee hee
0,hi speak maneesha V We d like know satisfied experience Reply Toll free yes
0,friend use
0,sorry Ill later
0,em olowoyey uscedu great time argentina sad secretary blessing
0,taxt massagetiepos argh ok Lool
0,hi   ltgt   dollar loan Ill pay mid february Pls
0,want pull case plan spend I confidence derek taylor money management
0,like shake booty dance floor
0,text phone problem
0,need drug anymore
0,sorry dai think lot timeslil busyi noon
0,sarcasm scarcasim
0,great I run ttyl
0,feel like try kadeem v
0,Dai   ltgt   naal eruku
0,chikkuwat abt u
0,ok
0,want finally lunch today
0,know dad
1,hello darling today I love chat tell look like sexy
1,8007 free 1st week no1 Nokia tone 4 ur mob week txt NOKIA 8007 txte tell ur mate wwwgetzedcouk POBox 36504 W4 5wq norm 150ptone 16
0,remain bro bros
0,r u meeting da ge nite tmr
0,  nice day impressively sensible home early feel fine boring s remember
0,de look good
1,Wanna lay 2nite want real dog location send direct ur mobile Join uks large Dogging Network Txt PARK 69696 Nyt ec2a 3lp 150msg
1,try contact response offer new nokia fone camcorder hit reply 08000930705 delivery
0,yes reply mail I m management office later plus bank later alsoor wednesday
0,s cool Ill come like   ltgt ish
0,Super msg danalla timing
0,good afternoon boytoy   feel today   I hope good boy obedient slave queen
0,I 6 ft good combination
0,I m sick   I m needy   I want   pout stomp foot   pout stomp foot I want slave   I want
0,  train northampton m afraid
0,abj serve stay dad
0,playng 9 door game gt race phone lol
1,New Tones week include 1McFlyAll Ab 2 Sara JorgeShock 3 SmithSwitch order follow instruction message
0,solve d case   man find murder   ltdecimalgt   ltgt   AfterNoon 1his wife Police 2police question 3wife siri sleep murder place 4cook I cook 5gardener I pick vegetable 6HouseMaid I 2 d post office 7children 2 play 8neighbour 2 marriage Police arrest d murderer immediately s Reply Reason U r brilliant
0,I m da bus home
0,I landline number    I ask come anna nagar     I afternoon
0,I m okay chase dream s good
0,yupz I ve oredi book slot 4 weekend liao
1,URGENT try contact U Todays draw win 800 prize guarantee Call 09050003091 land line Claim C52 Valid 12hrs
0,r modelsony ericson der ltgt luk good bt forget modl
0,okie
0,yes I know cheesy song frosty snowman
0,ya ok vikky vl c witin   ltgt min il reply u
1,sport fan   late sport news str 2 ur mobile 1 wk free plus free tone txt SPORT ON 8007 wwwgetzedcouk 0870141701216 norm 4txt120p
0,hey tmr meet bugis 930
1,Urgent Urgent 800 free flight Europe away b4 10th Sept   friend 4 free claim 09050000555 ba128nnfwfly150ppm
0,nice new shirt thing I wear nudist theme   mu
0,hey sexy bun day word morning YM     I think
0,hook
0,nope m home pump petrol lor like 2 rain soon
0,use foreign stamp send
1,88066 lose 12 help
0,oh baby house come new picture facebook
0,Feb   ltgt   I LOVE U day send dis ur VALUED FRNDS evn 3 come ull gt marry d person u luv u ignore dis u lose ur luv 4 evr
0,Hiya sorry hav signal I hear unusual Ill case sort Hugs snog
0,omw tampa west palm hear happen
0,yup Thanx 4 print n hand
1,FreeMsg Fancy flirt Reply DATE   join UKs fast grow mobile date service Msgs rcvd 25p optout txt stop 83021 Reply DATE
0,mean come chase state watch movie want
0,s tablet   Reaction morning
1,great NEW Offer   DOUBLE Mins   DOUBLE Txt good Orange tariff late camera phone 4 free mobileupd8 free 08000839402 NOW 2stoptxt tc
0,Nah I m perpetual dd
0,sorry de shop
1,hope enjoy new content text stop 61610 unsubscribe help08712400602450p provide tones2youcouk
0,Wen ur lovable bcum angry wid u dnt seriously Coz angry d childish n true way deep affection care n luv kettoda manda nice day da
0,hey want yogasana Coz end cine bathe hav steam bath
0,nope m drivin I neva develop da photo lei
0,I think reg pract lesson fling advance Haha wat time u
0,cool I   ltgt   inch long hope like big
0,HouseMaid murderer coz man murder   ltgt th January public holiday govtinstituition closedinclude post officeunderstand
0,Okie Thanx
1,18 day Euro2004 kickoff U inform late news result daily Unsubscribe send GET euro stop 83222
0,n buy Juz buy lar
0,ok lor
0,I m work technical support voice process
0,justbeen overa week break brain mush
0,Tunde wish great day Abiola
0,Nope C  
0,medical mission nigeria
0,movie laptop
0,Whatsup u want sleep
1,Urgent 09066612661 landline 5000 cash luxury 4 Canary Islands Holiday await collection tc SAE award 20M12AQ 150ppm 16
1,Urgent 09066612661 landline complimentary 4 Lux Costa Del Sol holiday 1000 cash await collection ppm 150 SAE tc James 28 eh74rr
0,I lei Next mon
0,Mm feel sleepy today shall dear
0,dare stupid I tell hear talk
0,  noe ben
0,mag meeting avo point
0,I mean middle left right
0,I crash cuddle sofa
0,hi Chachi try u unable reach u   Pl miss cal u c tiz msg   Kanagu
0,I send price mean   ltgt g
0,buzy
0,
1,I know u u know send CHAT 86688 let find 150pmsg rcvd HGSuite3422LandsRowW1J6HL LDN 18 year
0,  work ring u thing houseful scream brat   pull hair love u
0,family respond room home diwali come feel like die
0,Tick tick tick   Babe
0,r   4 today meeting
0,k dahow page want
0,Ya nowonion roast
0,send number reply tomorrow morning like ok
0,problem let know
0,ok tell half hr b4 u come need 2 prepare
0,play w computer Aiyah tok 2 u lor
0,Sat right okay thank
0,Derp bad dude want party dude file complaint drug abuser live
0,ok chinese food way I fat pay lipo
0,r outside
0,good trip watch   remember decide easter
0,Yo watch movie netflix
0,time I m prob 3
0,meh Thgt clash ah dun mind I dun lose weight gee
0,I thnk wrong calling
0,I sure night menu    I know noon menu
0,ARR birthday today wish oscar
0,slowly GODI LOVE amp I need YOUCLEAN MY heart bloodsend special people amp u c miracle tomorrow itplspls
0,open rebtel firefox load plus sign user place number low number number pick number pin display okay
0,  pick point
1,married local woman look discreet action 5 real match instantly phone Text MATCH 69969 Msg cost 150p 2 stop txt stop bcmsfwc1n3xx
0,wow v v impressed fun shopping
0,I way ur home
1,Burger King   Wanna play footy stadium 2 Burger King 1st Sept large Super CocaCola walk winner
0,problem talk later
0,ur sis
0,customer place
1,come little time child afraid dark teenager want stay night
0,dude u knw telugutht gudk gud nyt
0,confirm eat esplanade
0,send d password
0,kind garage Centre exhaust need replace Part order n fix tomo morning
1,ur chance win 250 cash wk txt ACTION 80608 TsCs wwwmovietriviatv custcare 08712405022 1x150pwk
0,I come
0,long I quit I like 5 minute day
0,likely Mittelschmertz Google paracetamol worry
0,right I m check today steam salespee text want come
0,arrive couple day lt3
0,k wat s tht incident
0,yeah unlimited
0,cThen thk shd b enuff conclusion n content pg n reference Ill b da content pg n cover pg
0,Forgot 3 year shower sorry atyour phone dead
0,  wat buy tell   need come
0,big God bring success
1,Uve Bin award 50 play 4 instant Cash 08715203028 claim 9th Player win Min 50500 OptOut 08718727870
0,  r stayin extra week d rugby weekend hi   c u soon ham
0,campus library
0,affidavit   ltgt   E Twiggs St division g courtroom   ltgt   ltTIMEgt   AM Ill double check text tomorrow
0,I creep
0,tell friend plan Valentines day   lturlgt
0,I billion text help god
0,purity friendship smile read forwarded messageits smile Gud evng musthu
0,I ve tell ve return order
0,HouseMaid murderer coz man murder   ltgt th January public holiday govtinstituition closedinclude post office
0,depend u lor
0,smile right world wonder smile think crazy away   grin
1,FreeMsgFAV XMAS TONESReply REAL
0,Lil fever fine
0,I think car
0,
1,December mobile 11mth entitle update late colour camera mobile free Call Mobile Update Co free 08002986906
0,yes princess I want catch big strong hand
0,oh yeah I forget u 2 shopping
0,mm ask radio
0,thinkin good drug
0,slowly GODI LOVE amp I need YOUCLEAN MY heart bloodsend special people amp u c miracle tomorrow itplspls
0,enjoy shower possessiveness pour u ur love bcoz world lie golden gift love truly
0,alright sure let know leave
0,2 hour lucky
0,Genius s brother pls send number skype
1,gr8 poly tone 4 mob direct 2u rply POLY TITLE 8007 eg POLY BREATHE1 Titles CRAZYIN sleepingwith FINEST YMCA getzedcouk pobox365o4w45wq 300p
0,Thk em find wtc far Weiyi goin e rest dunno r ur goin 4 dinner den b able join
0,forget s private property   good boy   passionate kiss
1,interflora   late order Interflora flower christmas 0800 505060 place order Midnight tomorrow
0,oh godtaken teethis pain
1,ROMCAPspam respond presence warm outgoing bring real breath sunshine
0,u ask darren n pick u lor oso sian tmr haf 2 meet lect
0,need buy lunch I eat maggi mee
1,congratulation   thank good friend U WON 2000 Xmas prize 2 claim easy 08712103738 NOW 10p minute btnationalrate
0,ok lor
0,oh right ok Ill sure load work day   nasty cough today dry n shoot help
0,Wifehow know time murder exactly
1,send logo 2 ur lover   2 join heart Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 87077 Yahoo pobox36504w45wq TxtNO 4 ad 150p
0,Howz person story
0,thanx 4 send home
0,normally hot mail Com
1,ve win tkts EURO2004 CUP FINAL 800 cash collect CALL 09058099801 b4190604 POBOX 7876150ppm
0,u sick shop
0,ya fine BBDpooja pimpleseven blackand ur rite cold wear sweatter
0,Nicenicehow work
0,1 reach home
0,try find chinese food place
0,easy mate   guess quick drink bit ambitious
0,babe   I miiiiiiissssssssss   I need   I crave     Geeee   I m sad babe   I love
0,ok thanx
0,aathiwhere dear
0,Tunji s queen wish great day Abiola
0,today iZ Yellow rise day u love frndship 1 misscall amp send ur frndZ amp miss u u 6misse U marry ur Lover
0,class hour sorry
0,Wat time u finish ur lect today
1,freemessage JamsterGet crazy frog sound poly text MAD1 real text mad2 88888 6 crazy sound 3 GBPweek 16only tc apply
0,sad story Man   week bday Wife wish Parents forget n kid   I work colleague wish I enter cabin PA   Happy Bday Boss   I feel special askd 4 lunch lunch invite apartment u mind I bedroom minute    ok I se sexy mood come 5 minut latr wid caken wife Parents Kidz friend n colleague scream surprise   I wait sofa     NAKED
1,chance reality fantasy SHOW   08707509020 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 national   rate
0,s fine good hear dear happy new year oh
0,wipro interview today
0,tall princess
0,I doubt handle 5 time night case
0,Haha Hope   hear receipt sound Gd luck
0,death I m leave note rob fault Avenge
0,japanese Proverb u itu indian version let HIM itleave finally Kerala version stop strike
0,today m workin free oso Gee Thgt u workin ur frens shop
0,life face choice toss coin becoz settle question coin air U know heart hope Gudni8
0,know god create gap finger come amp fill gap hold hand LOVE
0,I want kiss feel
0,I happy
1,adult 18 Content video shortly
0,ok b lovely u r sure think wot u want drinkin dancin eatin cinema u Wot
0,I m explicitly tell nora I know I m probably bother
0,hi ass south tampa preferably kegger
0,Smith waste dai wanna gayle
0,mum ve send message I want know actually enjoy rest day
0,aight tomorrow   ltgt  
0,HouseMaid murderer coz man murder   ltgt th January public holiday govtinstituition closedinclude post officeunderstand
1,chance reality fantasy SHOW   08707509020 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 national   rate
0,I actually time I bed long speak wake 7 night
0,
0,I understand message
0,Crucify c s tell early
0,Idk butting head freedom vs responsibility m tired I shit deal m barely add
0,fuck cedar key fuck come tho
0,past train durham coz reserve seat
1,hey boy want hot xxx pic send direct 2 ur phone txt PORN 69855 24Hrs free 50p day stop text STOPBCM SF WC1N3XX
0,u paint ur wall
1,Chance Claim ur 150 worth discount voucher today text shop 85023 SavaMob offer mobile T Cs SavaMob pobox84 M263UZ 300 Sub 16
0,Printer cool I mean groovy Wine groovye
0,hi Harishs rent transfre ur acnt
0,lor come
0,Cbe good nowadayslot shop showroomscity shape good
0,  attend da talk
0,prob hon u doinat mo
0,K Ill care
0,I phone callon Friday assume year
0,battery low babe
0,Shuhui buy ron present swatch watch
0,yeah s bit leave Ill swing tomorrow I
0,Babe 2 hour 4   internet
0,K Ill sure noon s
0,Kkyesterday cbe
0,ganesh dress shop
1,pdatenow   double min 1000 txt Orange tariff Latest Motorola SonyEricsson   Nokia   Bluetooth free Call mobileupd8 08000839402 call2optoutYHL
0,  collect ur laptop configure da setting izzit
0,r   home come 5 min
0,aight I 8 late probably close 7 jay tyler trip
0,come aftr   ltDECIMALgt m clean house
1,ur cashbalance currently 500 pound   maximize ur cashin send cash 86688 150pmsg cc 08718720201 po BOX 11414 TCRW1
0,Bill letter m expect orange bill orange
0,tell pa pain de
0,hi DARLIN I hope nice night I wish I COME CANT wait LOVE FRAN PS I want dirty anal SEX I want 10 MAN GANG bang
0,ha know I clever simple thing pear day perfect christmas
0,Helloooo Wake Sweet morning welcome enjoy day joy GUD MRNG
0,ALRITE
0,sit wait summer day celebrate magical sight world dress white Oooooh let snow
1,URGENT Mobile number award 2000 prize guarantee Call 09058094454 land line Claim 3030 valid 12hrs
0,guy movie
0,Sorryin meeting Ill later
0,tell thatnow m think plus s stop run
0,kindly send flat   ltDECIMALgt   today
1,sorry u unsubscribe MOB offer package min term 54 week pls resubmit request expiry Reply THEMOB help 4 info
0,lor bit bored y dun u home early 2 sleep today
0,time I tell friend
0,yes fine love safe
0,thank chikku gud nyt
0,xy ur car u pick
0,thanx 4 time ve spend 2geva bin mint ur baby I want uxxxx
0,Yo way pick tonight
0,I ve send send
0,fine simply sit
0,tht god gift bird human hav natural gift frm god
0,come day class
0,I m studyn library
0,ok u enjoy ur
0,
0,wuld I baby thought mite break I wanna crazy everyboy need lady xxxxxxxx
0,wat dear sleep ah
0,hi test   ltgt rd
0,2 student solve CAT question xam 532 ltgt   924 ltgt   863 ltgt   725 tell answer u r brilliant1thingi d answr
0,Yo know   ltgt   able buy liquor guy flake right hold somebody 4 loko night
0,yup n fren lor I m meet fren 730
0,yeah line
0,stop wonder wow stop tme   I tm I want MINE   laugh
0,lol yep yesterday fireplace icon sit
0,hey ve book pilate yoga lesson haha
0,ok happen behave like
1,1 new message 08712400200
0,supervisor find 4 lor thk student I ask tell u aft ask
0,hello news job wait fifth week yeah m woozle weasel exeter home 3
0,messageno responcewhat happend
1,currently message await collection collect message 08718723815
0,hey babe sorry soon Gary come fix cause think know far Ptbo cost   ltgt   buck I know cheap find   second hand machine right let know want babe
0,3 4 fuck sake x
0,leave U ignorant
0,nope ill b 2 sch fri early lor cos mys sis paper da morn
0,bruce b downs amp fletcher
0,  I wake  
0,hey free
0,tell s pls
1,URGENT mobile award 1500 Bonus Caller Prize 27603 final attempt 2 contact u Call 08714714011
0,think miss teach til lecture Damn work thing
0,I d check s like 1 bowl worth leave
0,yes sweet
0,I I m cozy exhaust nightnobody school work close
1,u secret admirer REVEAL think U R special 09065174042 opt Reply REVEAL stop 150 msg recd Cust care 07821230901
0,buzzzz grin I buzz ass Buzz chest   Buzz cock   phone   vibrator   feel shake
0,Sir send group mail check
0,I m da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet abt 7 n half page
0,NONENOWHERE IKNO DOESDISCOUNTSHITINNIT
0,know jabo abi
1,notice drive slow idiot drive fast maniac
0,hadya sapna aunty manege yday hogidhechinnu weak swalpa black agidhane
0,good baby
0,NEFT Transaction reference number   ltgt   r ltdecimalgt   credit beneficiary account   ltgt     ltTIMEgt   ltgt
0,sport typelyk footblcrckt
0,Ma head dey swell oh thank day
0,u fb list
0,height Confidence Aeronautics professor wer calld amp wer askd 2 sit aeroplane Aftr sit wer tell dat plane ws student Dey hurry d plane Bt 1 saidif student
0,Sary need Tim bollox hurt lot tol
0,Happy New Year Princess
0,Ill text carlo let know hang
0,worry   easy ingredient
0,I love u 2 little pocy bell I sorry I love u
0,ok omw castor
0,Yar lor rain non stop u wan 2
1,Xmas Offer Latest Motorola SonyEricsson   Nokia   free Bluetooth DVD Double Mins   1000 Txt Orange Call mobileupd8 08000839402 call2optout4qf2
0,u mean u wif sleep tot u nap yup send liao m pick ard 4 smth lor
0,7 wonder WORLD 7th 6th ur style 5th ur smile 4th ur Personality 3rd ur nature 2nd ur sms 1st ur Lovely Friendship good morning dear
0,tonight yeah d
0,eat fo lunch senor
0,right giggle u possibly person2die NVQ think
0,break time I come n stuff fr
1,reply win 100 weekly professional sport Tiger Woods play send stop 87239 end service
0,I m I   maybe reboot ym   I buzz
0,grinder
1,1 POLYPHONIC tone 4 ur mob week txt PT2 87575 1st tone free   txtin tell ur friend 150ptone 16 reply HL 4info
0,love decision feeling decide love life simple magical
1,hot live FANTASIES 08707509020 20p min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870 national rate
0,ki didt youkwhere
0,m list buyer
0,idea I guess work hour suppose leave usual interest figure shit second
0,mm entirely sure understand text hey Ho weekend
0,release vday shirt u half naked instead white underwear
0,Don knowhe watch film computer
0,b4 Thursday
0,oh phone phone disconnect
0,I d onluy matter offcampus
1,message free welcome new   improve Sex   dog club unsubscribe service reply stop msgs150p 18only
0,Excellent Ill riley plan
0,I half hour
1,ve win tkts EURO2004 CUP FINAL 800 cash collect CALL 09058099801 b4190604 POBOX 7876150ppm
0,ew
0,hi wesley ve
0,ah lingo I let know wot earth finish
1,loan purpose 500   75000 Homeowners   Tenants welcome previously refuse help free 0800 1956669 text help
1,UpdateNow   12mth Half price Orange line rental 400minscall MobileUpd8 08000839402 call2optoutJ5Q
0,imagine Life I fast u search medont worry lm disturb U goodnoon
0,hm good morning headache
0,yeah prob   night obviously catch speak soon
1,free unlimited HARDCORE PORN direct 2 mobile txt PORN 69200   free access 24 hrs chrgd50p day txt stop 2exit msg free
0,I 2 sch Yar e salon v boring
0,ltgt   min stop
0,ltgt   fast approach Wish u happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day happy Independence Day happy friendshipmotherfatherteacherschildren day amp HAPPY BIRTHDAY 4 U happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas   ltgt   Good Mornings Afternoons Evenings Nights RememberI AM wish U THESEyours Raj
0,joy lifeis wake daywith thought somewheresomeone care tosend warm morning greeting
0,I second half message
0,Wat time u wan 2 meet later
0,I thank selflessness I love plenty
0,film ill later
0,dare change ring
0,bad girl lady
0,I love ya try budget money babe Gary freak know
0,initiate understand
0,I finish lunch U wake
0,game
0,tallent waste
0,record night
0,sir send email log usc payment portal Ill send message explain thing home great weekend
0,let know cos come bak holiday day   come Dont4get2text   number
0,Jokin lar   depend phone father lor
0,aight lemme know s
0,ready   ltgt   inch pleasure
0,Rajipls favour pls convey Birthday wish Nimya Pls today birthday
0,  ok I feel like john lennon
0,cos darren   consider mah ask
0,bother trust answer pl
0,wish family Merry X mas HAPPY NEW Year advance
0,day crab run sea shoreThe wave come n clear footprint crab Crab ask frnd y r u clear beautiful footprint wave reply fox follow ur footprint catch s y clear frndsship let u dwn   GUD nyt
0,aight time want come
0,slaaaaave     I summon time   wish come anymore
0,bill 3 3365 s bad
0,let know change 6hrs appendix age range impossible chill let know 6hrs
0,hello yeah ve bath need hair ill come m yeah
0,s weather
0,ok HM Friday wait dunno wot hell m 3 week slob oh wait
0,die e toot fringe
0,lol know awesome phone I click delete right I want
0,ok
0,awesome question cute answer ask boy ur life    smile amp answer    fine gudnite
0,leave topicsorry tell
0,pls send correct da
0,happen yo date
1,eastender tv Quiz FLOWER DOT compare d VIOLET e TULIP F LILY txt d e F 84025 4 chance 2 win 100 Cash WKENT150P16
0,webpage s available
0,wake yeesh late I fall asleep til ltgt
1,unsubscribe service ton sexy babe hunk straight phone httpgotbabescouk subscription
0,dear know   ltgt th   ltgt th birthday love Gopalettan plan small gift day like participate welcome contact admin team detail
0,Kkfrom tomorrow onwards start ah
0,u talk bout early morning noon
0,fine remember
1,hi babe Jordan r u I m home abroad lonely text u wanna chat xxSP visionsmscom Text stop stopcost 150p 08712400603
0,ok buy
0,sound good post
1,brand new mobile phone agent Mob plus load goody info text MAT 87021
0,ok april wait
0,boy yo ass quick
0,ay wana meet sat wkg sit
0,I m wait till 2 bus pick
0,apart tell yesterday
0,ok lor buy wat
0,somebody andro steal ice
0,Don know I didt msg recently
0,shopping Mark distract isaiahd
0,mum hope great day hope text meet life great day Abiola
0,sense foot penis
0,okay think expert
0,deep sigh   I miss    I surprised net cafe   miss
0,Ssi thinl role like sachinjust stand hit
0,great trip India bring light project lucky smile Bye Abiola
0,importantly discuss u
0,kkhow training process
0,ok lor I ne 2 toa payoh 4 2 return smth u wan 2 send wat
0,da car park
0,I wish I hold tightly important mean   I need   life
0,ask s anthony Dad bf
0,Wnevr wana fal luv vth book bed fal luv vth   Yen madodu nav pretsorginta nammanna pretsovru important alwa Gud eveB
0,Todaysundaysunday holidayso work
0,bath ill place key window
1,LORD RINGSRETURN king store nowreply LOTR 2 June 4 Chance 2 win LOTR soundtrack cd StdTxtRate Reply stop end txts
0,dear care I reach homelove u lot
0,staffsciencenusedusgphyhcmkteachingpc1323
0,emigrate ok maybe 530 bit hopeful
0,olol print forum post guy exact   prob fix gpu replacement hopefully ignore
0,walk mom right stagwood pass right winterstone leave victor hill Address ltgt
0,yo jp hungry like mofo
0,creepy crazy
0,ok I din ur msg
0,Tessypls favor pls convey birthday wish Nimyapls dnt forget today birthday Shijas
0,Pathaya enketa maraikara pa
0,friend priest
0,u lousy run come half dead hee
0,s y bad dat e gal know u Wat u
0,remind hrs
0,I hope send message rent reserve completely loan need hope balance   ltgt   way till mid march hope pay
0,hi Happy New Year I mean intrude pls let know tuition pay semester semester thank
0,hello hun ru way I m good 2 date guy meet walkabout far meet soon s
0,lol I month I cash I leave ltgt case I collect week cause announce blog
1,good Luck Draw place 28th Feb 06 Good Luck removal send stop 87239 customer service 08708034412
0,short Cute    good person
0,decide eh
0,Wat time liao
0,yes watch footie worried blow   Phil Neville
0,I wait 4   inside da car park
0,Uncle Abbey Happy New Year Abiola
0,free pa
0,r u order slipper cos pay return
0,stop know
0,good evening roger
0,small problem auctionpunj ask tiwary
1,free entry 2 weekly comp chance win ipod Txt POD 80182 entry std txt rate tc apply 08452810073 detail 18
0,tell tell treat hi hi hi
0,uncle Atlanta Wish guy great semester
1,1st wk free gr8 tone str8 2 u wk txt NOKIA ON 8007 Classic Nokia tone hit ON 8007 Polys Nokia150p poly200p 16
0,u come 2 pick
0,s cool like photo sexy
0,u fuckin believe know thur pre book cancel need b sack
0,haha late way I swing
0,ok finish 6
1,LookAtMe thank purchase video clip LookAtMe ve charge 35p think send video MMSto 32323
0,I ve bar b Q store lifethis twat orange dungeree come ask I want deck I punch
0,message food
0,ok sleep Hope meet
0,Wat people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,let know detail fri u find cos I m tom fri mentionne chinese Thanks
0,right I I think
0,Wat r u
0,ur lecture
1,sexy sexy cum text m wet warm ready porn u fun MSG free RECD MSGS 150P INC VAT 2 cancel text STOP
0,customer place
0,plan join company jan 5 onlydon know happen
